variant,n,k,m,run,circuit,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb,verify_hier_s,xchecks_ok
hier_cfs_iso,128,8,16,1,glue,16376,1580,0.2515,0.2353,0.3493,0.0115,14656,41.26,0.1315,1
hier_cfs_iso,128,8,16,2,sub_0,22535,2399,0.2845,0.2127,0.525,0.0131,14656,54.2,0.1298,1
hier_cfs_iso,128,8,16,2,sub_1,22535,2399,0.2845,0.245,0.547,0.0138,14656,54.08,0.1298,1
hier_cfs_iso,128,8,16,2,sub_2,22535,2399,0.2845,0.2428,0.5269,0.017,14656,54.32,0.1298,1
hier_cfs_iso,128,8,16,2,sub_3,22535,2399,0.2845,0.241,0.5227,0.0189,14656,53.82,0.1298,1
hier_cfs_iso,128,8,16,2,sub_4,22535,2399,0.2845,0.2394,0.5277,0.0176,14656,53.72,0.1298,1
hier_cfs_iso,128,8,16,2,sub_5,22535,2399,0.2845,0.2426,0.5244,0.0129,14656,53.8,0.1298,1
hier_cfs_iso,128,8,16,2,sub_6,22535,2399,0.2845,0.2389,0.5205,0.0118,14656,53.81,0.1298,1
hier_cfs_iso,128,8,16,2,sub_7,22535,2399,0.2845,0.2453,0.5218,0.011,14656,54.23,0.1298,1
hier_cfs_iso,128,8,16,2,glue,16376,1580,0.2515,0.2379,0.3535,0.0106,14656,41.26,0.1298,1
hier_cfs_iso,128,8,16,3,sub_0,22535,2399,0.2845,0.2149,0.5291,0.013,14656,54.18,0.1282,1
hier_cfs_iso,128,8,16,3,sub_1,22535,2399,0.2845,0.2391,0.5472,0.0146,14656,54.32,0.1282,1
hier_cfs_iso,128,8,16,3,sub_2,22535,2399,0.2845,0.2476,0.5219,0.0189,14656,54.0,0.1282,1
hier_cfs_iso,128,8,16,3,sub_3,22535,2399,0.2845,0.2466,0.5242,0.0194,14656,53.75,0.1282,1
hier_cfs_iso,128,8,16,3,sub_4,22535,2399,0.2845,0.2392,0.5254,0.0166,14656,53.98,0.1282,1
hier_cfs_iso,128,8,16,3,sub_5,22535,2399,0.2845,0.245,0.5196,0.0111,14656,53.97,0.1282,1
hier_cfs_iso,128,8,16,3,sub_6,22535,2399,0.2845,0.2393,0.5272,0.0108,14656,53.98,0.1282,1
hier_cfs_iso,128,8,16,3,sub_7,22535,2399,0.2845,0.2427,0.5357,0.0117,14656,53.94,0.1282,1
hier_cfs_iso,128,8,16,3,glue,16376,1580,0.2515,0.2401,0.3552,0.0109,14656,41.2,0.1282,1
hier_cfs_iso,256,2,128,1,sub_0,187619,23001,1.0418,0.361,3.4261,0.0122,14656,280.38,0.0697,1
hier_cfs_iso,256,2,128,1,sub_1,187619,23001,1.0418,0.4207,3.4118,0.0116,14656,280.53,0.0697,1
hier_cfs_iso,256,2,128,1,glue,7063,890,0.2158,0.2364,0.2,0.0119,14656,30.23,0.0697,1
hier_cfs_iso,256,2,128,2,sub_0,187619,23001,1.0418,0.3834,3.4191,0.0123,14656,280.46,0.0706,1
hier_cfs_iso,256,2,128,2,sub_1,187619,23001,1.0418,0.4226,3.3879,0.0118,14656,280.7,0.0706,1
hier_cfs_iso,256,2,128,2,glue,7063,890,0.2158,0.2435,0.2079,0.0124,14656,30.09,0.0706,1
hier_cfs_iso,256,2,128,3,sub_0,187619,23001,1.0418,0.3807,3.4201,0.0121,14656,280.46,0.0728,1
hier_cfs_iso,256,2,128,3,sub_1,187619,23001,1.0418,0.4209,3.3979,0.0116,14656,280.89,0.0728,1
hier_cfs_iso,256,2,128,3,glue,7063,890,0.2158,0.2368,0.2069,0.0158,14656,30.27,0.0728,1
hier_cfs_iso,256,4,64,1,sub_0,94755,11417,0.6089,0.2683,1.8141,0.0127,14656,158.88,0.0873,1
