exp,n,k,m,depth,run,role,circuit,gates,acir,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
2,3000,4,750,24,2,inner_segment,sub_0,1603609,201498,9.8443,1.8229,23.7349,,,2201.26
2,3000,4,750,24,2,inner_segment,sub_1,1603609,201498,9.8443,1.7601,23.9298,,,2201.31
2,3000,4,750,24,2,inner_segment,sub_2,1603609,201498,9.8443,1.809,24.6305,,,2201.39
2,3000,4,750,24,2,inner_segment,sub_3,1603609,201498,9.8443,1.7682,24.5214,,,2201.45
2,3000,4,750,24,2,outer_recursive,recursion,3018927,7102,0.2584,0.2252,41.8969,0.0142,14656,4185.4
2,3000,8,375,24,1,inner_segment,sub_0,802233,100623,4.5038,1.0338,13.3426,,,1142.82
2,3000,8,375,24,1,inner_segment,sub_1,802233,100623,4.5038,1.0437,13.0475,,,1142.84
2,3000,8,375,24,1,inner_segment,sub_2,802233,100623,4.5038,1.0426,13.0181,,,1142.61
2,3000,8,375,24,1,inner_segment,sub_3,802233,100623,4.5038,1.039,13.0025,,,1142.79
2,3000,8,375,24,1,inner_segment,sub_4,802233,100623,4.5038,1.0368,13.6279,,,1142.8
2,3000,8,375,24,1,inner_segment,sub_5,802233,100623,4.5038,1.078,13.8471,,,1142.81
2,3000,8,375,24,1,inner_segment,sub_6,802233,100623,4.5038,1.0584,13.4048,,,1142.66
2,3000,8,375,24,1,inner_segment,sub_7,802233,100623,4.5038,1.0259,13.1529,,,1142.75
2,3000,8,375,24,1,outer_recursive,recursion,6094144,8202,0.407,0.2426,80.7503,0.0124,14656,8169.47
2,3000,8,375,24,2,inner_segment,sub_0,802233,100623,4.5038,1.0083,13.0319,,,1142.45
2,3000,8,375,24,2,inner_segment,sub_1,802233,100623,4.5038,1.0396,13.7864,,,1142.73
2,3000,8,375,24,2,inner_segment,sub_2,802233,100623,4.5038,1.0518,13.7607,,,1142.54
2,3000,8,375,24,2,inner_segment,sub_3,802233,100623,4.5038,1.1039,13.2032,,,1142.86
2,3000,8,375,24,2,inner_segment,sub_4,802233,100623,4.5038,1.0826,13.7793,,,1142.51
2,3000,8,375,24,2,inner_segment,sub_5,802233,100623,4.5038,1.027,13.5126,,,1142.43
2,3000,8,375,24,2,inner_segment,sub_6,802233,100623,4.5038,1.0455,13.5358,,,1142.88
2,3000,8,375,24,2,inner_segment,sub_7,802233,100623,4.5038,1.1,14.1488,,,1142.59
